brand,shoe_name,date,sales,ad_cost,impressions,clicks
Puma,Slipstream,2025-08-26,205,8212,16844,424
New Balance,550,2025-08-26,28,6617,18648,1150
Reebok,Classic Leather,2025-08-26,196,2120,16052,1233
Nike,Air Force 1,2025-08-26,196,2103,16521,460
Adidas,Superstar,2025-08-26,234,4668,8005,333
Puma,Rider Vintage,2025-08-26,149,8945,9902,393
New Balance,327,2025-08-26,30,1857,12790,465
Reebok,Question Mid,2025-08-26,162,2538,13061,954
Nike,Air Max 270,2025-08-26,108,5226,28636,1040
Adidas,Stan Smith,2025-08-27,30,9459,6171,348
Puma,Cali Dream,2025-08-27,125,11402,16327,1260
New Balance,9060,2025-08-27,136,6869,31382,961
Reebok,Zig Kinetica,2025-08-27,98,9897,28400,2178
Nike,Jordan 1,2025-08-27,54,6672,15248,1193
Adidas,Ultraboost 23,2025-08-27,21,4000,17414,1049
Puma,RS-X,2025-08-27,54,2953,25887,727
New Balance,2002R,2025-08-27,210,11839,32253,2464
Reebok,Instapump Fury,2025-08-27,171,1930,13613,726
Nike,Cortez,2025-08-27,93,6109,13161,800
Adidas,NMD S1,2025-08-27,237,10865,22837,1807
Puma,Suede Classic,2025-08-27,106,5103,34787,2227
New Balance,990v6,2025-08-27,55,8317,28561,2160
Reebok,Nano X3,2025-08-27,92,4615,34453,1732
Nike,Vaporfly 3,2025-08-27,144,6450,28153,667
Adidas,Samba,2025-08-28,167,3009,16730,1012
Puma,Mayze,2025-08-28,213,10962,23865,1344
New Balance,574 Core,2025-08-28,175,4592,5488,234
Reebok,Club C 85,2025-08-28,35,10968,24570,1896
Nike,Pegasus 40,2025-08-28,226,9380,21817,1231
Adidas,Gazelle,2025-08-28,244,6933,18048,424
Puma,Slipstream,2025-08-28,88,10483,32446,987
New Balance,550,2025-08-28,180,8463,16909,688
Reebok,Classic Leather,2025-08-28,147,10599,22151,1233
Nike,Air Force 1,2025-08-28,141,11634,30172,1401
Adidas,Superstar,2025-08-28,42,7904,23479,1245
Puma,Rider Vintage,2025-08-28,34,7116,11628,797
New Balance,327,2025-08-28,87,9377,13388,335
Reebok,Question Mid,2025-08-28,177,1850,25322,1271
Nike,Air Max 270,2025-08-28,174,11421,14142,484
Adidas,Stan Smith,2025-08-29,191,2541,21948,1058
Puma,Cali Dream,2025-08-29,216,12040,29445,1852
New Balance,9060,2025-08-29,211,3060,21956,1191
Reebok,Zig Kinetica,2025-08-29,137,9804,26706,1711
Nike,Jordan 1,2025-08-29,191,10085,6880,221
Adidas,Ultraboost 23,2025-08-29,147,3204,15592,1051
Puma,RS-X,2025-08-29,173,7794,21590,1240
New Balance,2002R,2025-08-29,149,11522,12105,504
Reebok,Instapump Fury,2025-08-29,215,6246,32559,1335
Nike,Cortez,2025-08-29,112,8783,7448,574
Adidas,NMD S1,2025-08-29,90,8998,34790,1793
Puma,Suede Classic,2025-08-29,80,4550,32038,1740
New Balance,990v6,2025-08-29,238,9906,28959,651
Reebok,Nano X3,2025-08-29,214,9628,29311,1736
Nike,Vaporfly 3,2025-08-29,149,10027,26893,573
Adidas,Samba,2025-08-30,229,10923,14462,1082
Puma,Mayze,2025-08-30,113,4523,30395,2410
New Balance,574 Core,2025-08-30,86,9304,10477,480
Reebok,Club C 85,2025-08-30,201,6284,14646,324
Nike,Pegasus 40,2025-08-30,239,3297,33217,732
Adidas,Gazelle,2025-08-30,111,10937,18064,1387
Puma,Slipstream,2025-08-30,179,7134,29084,883
New Balance,550,2025-08-30,101,5549,15086,1203
Reebok,Classic Leather,2025-08-30,164,9025,13751,364
Nike,Air Force 1,2025-08-30,154,5930,14431,476
Adidas,Superstar,2025-08-30,160,2125,21254,641
Puma,Rider Vintage,2025-08-30,159,7977,28554,1823
New Balance,327,2025-08-30,166,3732,28382,1527
Reebok,Question Mid,2025-08-30,229,5670,16925,813
Nike,Air Max 270,2025-08-30,236,8354,19036,860
Adidas,Stan Smith,2025-08-31,78,9589,34393,868
Puma,Cali Dream,2025-08-31,221,3010,32777,2612
New Balance,9060,2025-08-31,240,9620,15261,743
Reebok,Zig Kinetica,2025-08-31,236,1890,29460,1948
Nike,Jordan 1,2025-08-31,43,10682,31721,1478
Adidas,Ultraboost 23,2025-08-31,174,9053,26432,854
Puma,RS-X,2025-08-31,189,4940,17958,1192
New Balance,2002R,2025-08-31,68,9637,24632,1887
Reebok,Instapump Fury,2025-08-31,116,6119,8004,393
Nike,Cortez,2025-08-31,20,4595,16662,487
Adidas,NMD S1,2025-08-31,202,6848,16484,921
Puma,Suede Classic,2025-08-31,58,7634,13477,585
New Balance,990v6,2025-08-31,121,10720,9834,584
Reebok,Nano X3,2025-08-31,94,3540,30625,1892
Nike,Vaporfly 3,2025-08-31,192,7718,12032,648
Adidas,Samba,2025-09-01,178,9873,22461,743
Puma,Mayze,2025-09-01,134,2021,29220,1297
New Balance,574 Core,2025-09-01,142,9984,10476,588
Reebok,Club C 85,2025-09-01,82,3535,29418,782
Nike,Pegasus 40,2025-09-01,169,5188,26481,1209
Adidas,Gazelle,2025-09-01,74,10684,5922,171
Puma,Slipstream,2025-09-01,189,8019,22318,1386
New Balance,550,2025-09-01,135,8308,28890,704
Reebok,Classic Leather,2025-09-01,136,6556,21568,980
Nike,Air Force 1,2025-09-01,226,4111,34018,843
Adidas,Superstar,2025-09-01,77,7186,16930,988
Puma,Rider Vintage,2025-09-01,105,2542,19806,1304
New Balance,327,2025-09-01,109,5619,12433,848
Reebok,Question Mid,2025-09-01,155,5929,31951,1530
Nike,Air Max 270,2025-09-01,60,11688,24241,1425
Adidas,Stan Smith,2025-09-02,22,9430,29702,1990
Puma,Cali Dream,2025-09-02,140,2526,14748,758
New Balance,9060,2025-09-02,111,2586,11834,340
Reebok,Zig Kinetica,2025-09-02,81,9331,12830,585
Nike,Jordan 1,2025-09-02,248,8011,13616,891
Adidas,Ultraboost 23,2025-09-02,154,3342,18561,781
Puma,RS-X,2025-09-02,118,11154,22884,1598
New Balance,2002R,2025-09-02,70,9030,14013,822
Reebok,Instapump Fury,2025-09-02,31,3301,7284,343
Nike,Cortez,2025-09-02,102,6656,18715,584
Adidas,NMD S1,2025-09-02,218,5852,34775,2727
Puma,Suede Classic,2025-09-02,88,8691,18266,1276
New Balance,990v6,2025-09-02,202,3122,7587,592
Reebok,Nano X3,2025-09-02,145,9363,18126,1167
Nike,Vaporfly 3,2025-09-02,114,10584,29148,1863
Adidas,Samba,2025-09-03,231,7936,11316,265
Puma,Mayze,2025-09-03,143,4100,31372,639
New Balance,574 Core,2025-09-03,22,8279,13259,987
Reebok,Club C 85,2025-09-03,130,2117,8237,628
Nike,Pegasus 40,2025-09-03,232,7990,33719,1216
Adidas,Gazelle,2025-09-03,104,11705,13057,355
Puma,Slipstream,2025-09-03,250,8120,15549,1051
New Balance,550,2025-09-03,124,7289,33304,1222
Reebok,Classic Leather,2025-09-03,228,6097,7370,252
Nike,Air Force 1,2025-09-03,246,3911,7114,253
Adidas,Superstar,2025-09-03,113,1646,31965,1817
Puma,Rider Vintage,2025-09-03,197,9535,11850,729
New Balance,327,2025-09-03,80,6548,10580,639
Reebok,Question Mid,2025-09-03,201,5721,19776,579
Nike,Air Max 270,2025-09-03,246,8055,25812,1146
Adidas,Stan Smith,2025-09-04,214,5140,33477,1849
Puma,Cali Dream,2025-09-04,163,6052,5760,402
New Balance,9060,2025-09-04,203,9640,7541,151
Reebok,Zig Kinetica,2025-09-04,82,8518,26291,853
Nike,Jordan 1,2025-09-04,103,11627,11381,764
Adidas,Ultraboost 23,2025-09-04,129,6474,15861,1044
Puma,RS-X,2025-09-04,121,8325,20903,1658
New Balance,2002R,2025-09-04,220,5090,34206,2322
Reebok,Instapump Fury,2025-09-04,117,1780,16723,811
Nike,Cortez,2025-09-04,214,7027,20719,503
Adidas,NMD S1,2025-09-04,21,2334,27894,844
Puma,Suede Classic,2025-09-04,40,6336,22105,999
New Balance,990v6,2025-09-04,228,1689,29004,957
Reebok,Nano X3,2025-09-04,108,2898,34670,2702
Nike,Vaporfly 3,2025-09-04,75,7660,9944,615
Adidas,Samba,2025-09-05,134,7727,19752,501
Puma,Mayze,2025-09-05,30,8909,24871,1869
New Balance,574 Core,2025-09-05,36,7388,11547,726
Reebok,Club C 85,2025-09-05,67,8895,17465,966
Nike,Pegasus 40,2025-09-05,66,6162,26279,1755
Adidas,Gazelle,2025-09-05,231,9314,10254,625
Puma,Slipstream,2025-09-05,111,4903,7220,480
New Balance,550,2025-09-05,206,11804,34086,2461
Reebok,Classic Leather,2025-09-05,201,10073,29764,1500
Nike,Air Force 1,2025-09-05,41,8874,8901,534
Adidas,Superstar,2025-09-05,182,6402,10338,347
Puma,Rider Vintage,2025-09-05,152,2254,24369,647
New Balance,327,2025-09-05,77,5560,8015,480
Reebok,Question Mid,2025-09-05,27,11821,21099,1268
Nike,Air Max 270,2025-09-05,29,5687,6344,272
Adidas,Stan Smith,2025-09-06,79,11223,7887,248
Puma,Cali Dream,2025-09-06,208,5591,30248,1530
New Balance,9060,2025-09-06,245,11371,20173,661
Reebok,Zig Kinetica,2025-09-06,226,4805,15928,1013
Nike,Jordan 1,2025-09-06,69,10812,27855,1188
Adidas,Ultraboost 23,2025-09-06,185,7750,15057,391
Puma,RS-X,2025-09-06,97,6457,14236,1064
New Balance,2002R,2025-09-06,74,7248,30723,1208
Reebok,Instapump Fury,2025-09-06,208,8452,32116,735
Nike,Cortez,2025-09-06,184,10626,6320,413
Adidas,NMD S1,2025-09-06,143,5148,31808,683
Puma,Suede Classic,2025-09-06,188,6137,34808,1911
New Balance,990v6,2025-09-06,161,9649,19202,1222
Reebok,Nano X3,2025-09-06,111,10410,7230,311
Nike,Vaporfly 3,2025-09-06,134,11392,18116,906
Adidas,Samba,2025-09-07,120,10344,7485,299
Puma,Mayze,2025-09-07,134,10845,24453,1166
New Balance,574 Core,2025-09-07,150,2121,31396,1843
Reebok,Club C 85,2025-09-07,163,4370,18726,1110
Nike,Pegasus 40,2025-09-07,122,4990,7566,159
Adidas,Gazelle,2025-09-07,243,7530,24846,688
Puma,Slipstream,2025-09-07,158,4533,13946,1023
New Balance,550,2025-09-07,159,11892,8880,540
Reebok,Classic Leather,2025-09-07,86,10475,31775,860
Nike,Air Force 1,2025-09-07,70,3303,22215,1622
Adidas,Superstar,2025-09-07,214,6431,32901,2535
Puma,Rider Vintage,2025-09-07,37,4108,28211,1643
New Balance,327,2025-09-07,204,7709,19441,1372
Reebok,Question Mid,2025-09-07,149,10149,22564,510
Nike,Air Max 270,2025-09-07,131,7826,31746,652
Adidas,Stan Smith,2025-09-08,102,6063,27867,2105
Puma,Cali Dream,2025-09-08,231,11153,26721,830
New Balance,9060,2025-09-08,87,4610,19167,859
Reebok,Zig Kinetica,2025-09-08,93,7739,20794,1535
Nike,Jordan 1,2025-09-08,234,6056,19529,1422
Adidas,Ultraboost 23,2025-09-08,243,11477,24613,1062
Puma,RS-X,2025-09-08,73,1841,24415,1717
New Balance,2002R,2025-09-08,240,2368,15877,488
Reebok,Instapump Fury,2025-09-08,113,8737,27901,1571
Nike,Cortez,2025-09-08,93,2596,16146,1168
Adidas,NMD S1,2025-09-08,224,6539,8079,421
Puma,Suede Classic,2025-09-08,109,7464,28181,1620
New Balance,990v6,2025-09-08,115,4388,23196,1308
Reebok,Nano X3,2025-09-08,102,6945,21142,1293
Nike,Vaporfly 3,2025-09-08,158,5017,17583,1269
Adidas,Samba,2025-09-09,63,6788,13550,650
Puma,Mayze,2025-09-09,38,9277,25192,1081
New Balance,574 Core,2025-09-09,40,8129,17938,907
Reebok,Club C 85,2025-09-09,146,11898,15343,571
Nike,Pegasus 40,2025-09-09,145,7929,28300,2231
Adidas,Gazelle,2025-09-09,209,4339,33086,1626
Puma,Slipstream,2025-09-09,102,1931,20792,1436
New Balance,550,2025-09-09,211,8305,21472,559
Reebok,Classic Leather,2025-09-09,171,8396,22156,890
Nike,Air Force 1,2025-09-09,60,6352,17556,743
Adidas,Superstar,2025-09-09,111,4138,32575,921
Puma,Rider Vintage,2025-09-09,231,6843,5576,318
New Balance,327,2025-09-09,205,10573,6220,407
Reebok,Question Mid,2025-09-09,63,4865,10305,764
Nike,Air Max 270,2025-09-09,26,10727,33462,2672
Adidas,Stan Smith,2025-09-10,228,7618,6537,417
Puma,Cali Dream,2025-09-10,29,11334,26681,1345
New Balance,9060,2025-09-10,99,7506,25718,726
Reebok,Zig Kinetica,2025-09-10,31,10003,10569,320
Nike,Jordan 1,2025-09-10,196,7554,16591,800
Adidas,Ultraboost 23,2025-09-10,137,5672,10399,653
Puma,RS-X,2025-09-10,141,5001,23550,1717
New Balance,2002R,2025-09-10,99,6040,26555,1015
Reebok,Instapump Fury,2025-09-10,49,5640,24339,1549
Nike,Cortez,2025-09-10,158,2359,28666,1461
Adidas,NMD S1,2025-09-10,159,10760,32249,981
Puma,Suede Classic,2025-09-10,113,11503,11321,410
New Balance,990v6,2025-09-10,183,9951,18048,453
Reebok,Nano X3,2025-09-10,67,11725,34295,1159
Nike,Vaporfly 3,2025-09-10,43,10372,22010,1153
Adidas,Samba,2025-09-11,203,11324,8967,373
Puma,Mayze,2025-09-11,222,10246,31836,2526
New Balance,574 Core,2025-09-11,172,5334,28366,2161
Reebok,Club C 85,2025-09-11,38,8960,7318,241
Nike,Pegasus 40,2025-09-11,236,3980,16270,606
Adidas,Gazelle,2025-09-11,55,8151,25452,1334
Puma,Slipstream,2025-09-11,170,5293,30633,1188
New Balance,550,2025-09-11,150,10360,31861,2062
Reebok,Classic Leather,2025-09-11,117,2387,29586,1316
Nike,Air Force 1,2025-09-11,241,8375,6832,539
Adidas,Superstar,2025-09-11,215,2508,32807,2275
Puma,Rider Vintage,2025-09-11,137,5355,21203,1379
New Balance,327,2025-09-11,52,10039,27509,1280
Reebok,Question Mid,2025-09-11,222,2791,6294,347
Nike,Air Max 270,2025-09-11,250,1925,32155,1191
Adidas,Stan Smith,2025-09-12,228,5209,8082,463
Puma,Cali Dream,2025-09-12,160,8935,14984,1024
New Balance,9060,2025-09-12,137,8314,28022,611
Reebok,Zig Kinetica,2025-09-12,184,7854,19607,885
Nike,Jordan 1,2025-09-12,71,2615,12951,433
Adidas,Ultraboost 23,2025-09-12,87,7435,22140,1073
Puma,RS-X,2025-09-12,74,7936,32040,1087
New Balance,2002R,2025-09-12,207,2525,24349,791
Reebok,Instapump Fury,2025-09-12,88,7688,29157,751
Nike,Cortez,2025-09-12,49,4692,31595,1018
Adidas,NMD S1,2025-09-12,81,9829,12866,579
Puma,Suede Classic,2025-09-12,236,4352,12400,966
New Balance,990v6,2025-09-12,145,10233,9147,335
Reebok,Nano X3,2025-09-12,134,11573,12184,682
Nike,Vaporfly 3,2025-09-12,123,8712,9286,494
Adidas,Samba,2025-09-13,162,2461,19973,633
Puma,Mayze,2025-09-13,31,11603,10890,810
New Balance,574 Core,2025-09-13,234,4719,21534,798
Reebok,Club C 85,2025-09-13,80,11424,33188,1637
Nike,Pegasus 40,2025-09-13,233,2825,31218,1152
Adidas,Gazelle,2025-09-13,156,8017,20158,1149
Puma,Slipstream,2025-09-13,200,5309,5172,260
New Balance,550,2025-09-13,205,4413,13069,439
Reebok,Classic Leather,2025-09-13,176,3442,14190,753
Nike,Air Force 1,2025-09-13,218,7319,10890,605
Adidas,Superstar,2025-09-13,151,6700,6807,147
Puma,Rider Vintage,2025-09-13,202,9598,12504,518
New Balance,327,2025-09-13,24,4131,7759,237
Reebok,Question Mid,2025-09-13,182,7949,17234,691
Nike,Air Max 270,2025-09-13,33,10551,21747,1194
Adidas,Stan Smith,2025-09-14,171,8487,33426,1315
Puma,Cali Dream,2025-09-14,164,6103,9169,453
New Balance,9060,2025-09-14,220,1890,28251,1407
Reebok,Zig Kinetica,2025-09-14,156,9780,15579,532
Nike,Jordan 1,2025-09-14,140,11898,16213,591
Adidas,Ultraboost 23,2025-09-14,154,4209,6224,177
Puma,RS-X,2025-09-14,240,7485,6981,542
New Balance,2002R,2025-09-14,156,9909,14449,716
Reebok,Instapump Fury,2025-09-14,193,6436,10204,247
Nike,Cortez,2025-09-14,96,10508,9743,764
Adidas,NMD S1,2025-09-14,50,12180,16637,694
Puma,Suede Classic,2025-09-14,163,2654,22619,629
New Balance,990v6,2025-09-14,224,8234,23023,555
Reebok,Nano X3,2025-09-14,32,9952,32459,890
Nike,Vaporfly 3,2025-09-14,223,3645,5632,229
Adidas,Samba,2025-09-15,67,1621,12829,844
Puma,Mayze,2025-09-15,36,9186,28382,1542
New Balance,574 Core,2025-09-15,90,7889,31947,641
Reebok,Club C 85,2025-09-15,90,8137,33522,1404
Nike,Pegasus 40,2025-09-15,65,8576,21926,742
Adidas,Gazelle,2025-09-15,238,4906,12070,290
Puma,Slipstream,2025-09-15,151,7853,32222,742
New Balance,550,2025-09-15,55,9456,32768,2508
Reebok,Classic Leather,2025-09-15,52,8317,19279,1189
Nike,Air Force 1,2025-09-15,192,6673,26179,680
Adidas,Superstar,2025-09-15,101,8757,30051,1826
Puma,Rider Vintage,2025-09-15,163,4706,21133,1362
New Balance,327,2025-09-15,180,4959,21164,890
Reebok,Question Mid,2025-09-15,36,9993,12390,645
Nike,Air Max 270,2025-09-15,217,6572,13239,643
Adidas,Stan Smith,2025-09-16,237,9821,24831,1129
Puma,Cali Dream,2025-09-16,94,3301,34081,1539
New Balance,9060,2025-09-16,56,7941,30429,672
Reebok,Zig Kinetica,2025-09-16,208,7375,25745,1473
Nike,Jordan 1,2025-09-16,137,4793,33148,781
Adidas,Ultraboost 23,2025-09-16,152,2841,23509,1740
Puma,RS-X,2025-09-16,21,4089,10590,833
New Balance,2002R,2025-09-16,170,4659,11925,470
Reebok,Instapump Fury,2025-09-16,75,8689,7113,287
Nike,Cortez,2025-09-16,65,1758,24278,684
Adidas,NMD S1,2025-09-16,86,8391,30862,1910
Puma,Suede Classic,2025-09-16,91,10126,27949,1085
New Balance,990v6,2025-09-16,47,4248,21685,715
Reebok,Nano X3,2025-09-16,81,7688,7801,606
Nike,Vaporfly 3,2025-09-16,114,10192,9140,206
Adidas,Samba,2025-09-17,193,1463,27158,955
Puma,Mayze,2025-09-17,241,8953,12998,447
New Balance,574 Core,2025-09-17,232,9915,25900,1894
Reebok,Club C 85,2025-09-17,155,5485,12488,987
Nike,Pegasus 40,2025-09-17,140,6403,17291,399
Adidas,Gazelle,2025-09-17,194,9715,22087,743
Puma,Slipstream,2025-09-17,185,8331,33252,792
New Balance,550,2025-09-17,148,3821,5429,318
Reebok,Classic Leather,2025-09-17,21,7958,13392,1025
Nike,Air Force 1,2025-09-17,78,6127,11780,512
Adidas,Superstar,2025-09-17,128,10985,23560,1691
Puma,Rider Vintage,2025-09-17,233,9431,9564,505
New Balance,327,2025-09-17,192,2245,9485,405
Reebok,Question Mid,2025-09-17,238,9464,22409,828
Nike,Air Max 270,2025-09-17,59,4730,9752,421
Adidas,Stan Smith,2025-09-18,205,4311,33823,1989
Puma,Cali Dream,2025-09-18,115,10931,34780,1734
New Balance,9060,2025-09-18,34,7398,5915,418
Reebok,Zig Kinetica,2025-09-18,51,5192,11922,400
Nike,Jordan 1,2025-09-18,250,5954,25781,1033
Adidas,Ultraboost 23,2025-09-18,246,2275,11502,546
Puma,RS-X,2025-09-18,217,10059,33783,2545
New Balance,2002R,2025-09-18,36,2090,12572,455
Reebok,Instapump Fury,2025-09-18,210,1497,22926,994
Nike,Cortez,2025-09-18,96,3928,28518,1002
Adidas,NMD S1,2025-09-18,43,3976,6134,173
Puma,Suede Classic,2025-09-18,73,9125,22462,1022
New Balance,990v6,2025-09-18,206,2631,31645,2328
Reebok,Nano X3,2025-09-18,241,1891,18380,570
Nike,Vaporfly 3,2025-09-18,49,9850,12174,477
Adidas,Samba,2025-09-19,205,9274,17315,1060
Puma,Mayze,2025-09-19,130,4012,34975,1478
New Balance,574 Core,2025-09-19,108,9290,13038,540
Reebok,Club C 85,2025-09-19,169,10268,31926,1781
Nike,Pegasus 40,2025-09-19,68,10321,22875,1160
Adidas,Gazelle,2025-09-19,230,2494,28273,967
Puma,Slipstream,2025-09-19,27,7458,32997,1612
New Balance,550,2025-09-19,219,3143,31402,2407
Reebok,Classic Leather,2025-09-19,31,7294,17710,449
Nike,Air Force 1,2025-09-19,119,1340,23688,1537
Adidas,Superstar,2025-09-19,131,9836,13712,517
Puma,Rider Vintage,2025-09-19,43,2817,7195,573
New Balance,327,2025-09-19,236,2559,32484,2269
Reebok,Question Mid,2025-09-19,217,4187,24963,1280
Nike,Air Max 270,2025-09-19,217,8890,11096,607
Adidas,Stan Smith,2025-09-20,162,3848,20435,1149
Puma,Cali Dream,2025-09-20,33,10904,20524,444
New Balance,9060,2025-09-20,91,8420,31918,1955
Reebok,Zig Kinetica,2025-09-20,183,8681,26459,1805
Nike,Jordan 1,2025-09-20,153,2540,24541,1241
Adidas,Ultraboost 23,2025-09-20,223,6670,10898,597
Puma,RS-X,2025-09-20,185,10455,34248,1252
New Balance,2002R,2025-09-20,209,6149,19003,1397
Reebok,Instapump Fury,2025-09-20,202,7606,11033,352
Nike,Cortez,2025-09-20,49,5379,34735,1072
Adidas,NMD S1,2025-09-20,215,8821,30795,1654
Puma,Suede Classic,2025-09-20,93,4749,21982,1370
New Balance,990v6,2025-09-20,68,3613,6931,466
Reebok,Nano X3,2025-09-20,20,2651,24713,1326
Nike,Vaporfly 3,2025-09-20,116,11703,7023,223
Adidas,Samba,2025-09-21,95,10236,24814,1399
Puma,Mayze,2025-09-21,138,9070,10645,368
New Balance,574 Core,2025-09-21,81,4159,19369,587
Reebok,Club C 85,2025-09-21,246,3205,33858,2221
Nike,Pegasus 40,2025-09-21,36,6103,5453,124
Adidas,Gazelle,2025-09-21,110,4555,7790,540
Puma,Slipstream,2025-09-21,112,7986,31793,654
New Balance,550,2025-09-21,32,5642,30976,1964
Reebok,Classic Leather,2025-09-21,231,4385,19064,481
Nike,Air Force 1,2025-09-21,163,7078,21431,1083
Adidas,Superstar,2025-09-21,183,1696,8512,604
Puma,Rider Vintage,2025-09-21,89,12019,21466,647
New Balance,327,2025-09-21,73,6723,13457,1025
Reebok,Question Mid,2025-09-21,207,3708,29979,896
Nike,Air Max 270,2025-09-21,43,9838,28579,773
Adidas,Stan Smith,2025-09-22,171,9478,31359,1731
Puma,Cali Dream,2025-09-22,40,6095,13896,550
New Balance,9060,2025-09-22,204,4873,7197,487
Reebok,Zig Kinetica,2025-09-22,208,10644,25280,1427
Nike,Jordan 1,2025-09-22,64,11204,24868,1847
Adidas,Ultraboost 23,2025-09-22,147,11702,26864,550
Puma,RS-X,2025-09-22,150,9571,33815,1931
New Balance,2002R,2025-09-22,209,4821,22300,1710
Reebok,Instapump Fury,2025-09-22,41,8609,30992,1872
Nike,Cortez,2025-09-22,23,8197,25919,1969
Adidas,NMD S1,2025-09-22,123,7361,23064,806
Puma,Suede Classic,2025-09-22,136,2808,29652,2297
New Balance,990v6,2025-09-22,96,10839,8097,454
Reebok,Nano X3,2025-09-22,55,8608,5720,283
Nike,Vaporfly 3,2025-09-22,180,10657,16993,931
Adidas,Samba,2025-09-23,179,3599,25676,2041
Puma,Mayze,2025-09-23,240,2020,10968,451
New Balance,574 Core,2025-09-23,41,8221,27602,632
Reebok,Club C 85,2025-09-23,146,2836,26310,2042
Nike,Pegasus 40,2025-09-23,159,5658,29129,701
Adidas,Gazelle,2025-09-23,24,6671,6817,335
Puma,Slipstream,2025-09-23,246,11450,11113,475
New Balance,550,2025-09-23,29,5986,17368,584
Reebok,Classic Leather,2025-09-23,209,8041,5529,344
Nike,Air Force 1,2025-09-23,197,4839,25921,1489
Adidas,Superstar,2025-09-23,250,10117,7170,314
Puma,Rider Vintage,2025-09-23,60,7930,11174,487
New Balance,327,2025-09-23,118,5492,33198,2645
Reebok,Question Mid,2025-09-23,165,1684,10260,783
Nike,Air Max 270,2025-09-23,227,11939,34385,2572
Adidas,Stan Smith,2025-09-24,32,5043,24144,598
Puma,Cali Dream,2025-09-24,108,10743,17592,1112
New Balance,9060,2025-09-24,169,5033,9175,557
Reebok,Zig Kinetica,2025-09-24,84,10872,27124,1904
Nike,Jordan 1,2025-09-24,102,9547,8177,444
Adidas,Ultraboost 23,2025-09-24,152,6787,23236,1603
Puma,RS-X,2025-09-24,151,7381,33529,2247
New Balance,2002R,2025-09-24,70,2206,7465,354
Reebok,Instapump Fury,2025-09-24,169,5484,34521,2309
Nike,Cortez,2025-09-24,33,4560,26548,1889
Adidas,NMD S1,2025-09-24,175,7474,31917,1487
Puma,Suede Classic,2025-09-24,150,9845,11317,357
New Balance,990v6,2025-09-24,191,2494,30781,2230
Reebok,Nano X3,2025-09-24,231,8817,8391,573
Nike,Vaporfly 3,2025-09-24,30,3655,12063,394
Adidas,Samba,2025-09-25,80,7303,7132,450
Puma,Mayze,2025-09-25,93,8125,20822,981
New Balance,574 Core,2025-09-25,165,1869,34691,936
Reebok,Club C 85,2025-09-25,135,2105,9666,552
Nike,Pegasus 40,2025-09-25,184,2306,29145,2283
Adidas,Gazelle,2025-09-25,172,7050,13021,584
Puma,Slipstream,2025-09-25,209,8635,31152,822
New Balance,550,2025-09-25,248,7375,24715,1007
Reebok,Classic Leather,2025-09-25,79,11084,5909,233
Nike,Air Force 1,2025-09-25,60,8979,30207,1517
Adidas,Superstar,2025-09-25,118,10987,29618,1689
Puma,Rider Vintage,2025-09-25,79,5557,8529,359
New Balance,327,2025-09-25,208,4613,32689,2222
Reebok,Question Mid,2025-09-25,119,2880,20310,1396
Nike,Air Max 270,2025-09-25,107,11698,17189,527
Adidas,Stan Smith,2025-09-26,248,8882,10456,240
Puma,Cali Dream,2025-09-26,130,3134,17338,363
New Balance,9060,2025-09-26,83,10536,16410,646
